Title,Price,Subscribers,Reviews,% of Subscribers who Left Reviews,Length (Hrs)
"HTML5, CSS3 And JavaScript Fundamentals 2016",115,627,125,19.936204146730464,1
"Angular 4 - Concepts, Code and Collective Wisdom",50,851,164,19.27144535840188,4.5
Learn E-Commerce Website in PHP & MySQL From Scratch!,Free,29990,1342,4.474824941647216,17.5
JavaScript Game Development: Create Your Own Breakout Game,Free,10179,314,3.0847823951272226,1.5
HTML and HTML5 For Beginners 2016,200,563,178,31.616341030195382,3
A Very Complete Introduction To Laravel,20,2320,114,4.913793103448276,6
"Learn to code, Become a Web Developer and Master JavaScript!",200,2353,47,1.997450063748406,10
Serverless Architecture on Amazon Web Services,Free,13210,978,7.403482210446631,0.55
jQuery Essentials: Learn the Fundamental of jQuery,20,1004,43,4.282868525896414,3.5
Expert Guide : Mastering Functions in JavaScript !,195,3015,30,0.9950248756218906,2.5
Learn Angular 4 from Scratch,Free,8693,522,6.004831473599448,1.5
Discover HTML Essential guide to HTML how to create webpages,85,8711,44,0.5051084835265756,1.5
HTML5 and CSS3 for beginners: Create a Website from Scratch,200,9945,101,1.0155857214680744,2
Introduction to Web Development,20,18143,159,0.8763710521964394,2
jQuery Fundamentals Powerful Bootcamp for beginners,150,13882,63,0.4538250972482351,3
The Complete HTML & CSS Course - From Novice To Professional,195,57422,874,1.5220647138727317,7.5
JavaScript Basics Web Development Building Blocks,95,10179,68,0.6680420473523921,1.5
Bootstrap unleash the power faster & easier web development,150,18101,88,0.48616098558090715,5.5
JavaScript Design Patterns: 20 Patterns for Expert Code,95,2789,243,8.712800286841162,3.5
Fix Google's New 'Not Secure' Warning with Let's Encrypt!,95,1437,24,1.6701461377870561,1
JavaScript for Beginners Welcome to learning JavaScript,50,10864,63,0.5798969072164949,2
Benefits of Thinking Mobile First Future of Website Design,75,14254,27,0.18942051354005893,1.5
Javascript from Beginner to Advanced Level,195,6134,160,2.6084121291164006,6.5
AJAX Development,20,7867,147,1.8685648913181645,3
Interaction Design Specialist For Web Developers,95,8594,37,0.43053292995112863,2
PHP Security,50,1892,147,7.76955602536998,2.5
The Bubble Course - Create Complete Web Apps without Coding,30,3960,220,5.555555555555555,4.5
The Complete HTML5 & CSS3 Course Build Professional Websites,195,10518,129,1.226468910439247,4.5
CSS Web Development Crash Course,20,10008,53,0.5295763389288569,2.5
Mastering DevOps,100,1023,118,11.534701857282501,6
Building Websites Create a fully functional Web contact form,200,3392,29,0.8549528301886792,1.5
Create a Dynamic User Registration Form from scratch,100,7213,50,0.6931928462498267,3
A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,35,4183,231,5.522352378675591,14
HTML Workshop,20,25854,306,1.1835692736133674,2
Python for Beginners: Python Programming Language | Tutorial,150,6153,125,2.0315293352836017,5
Creating Animations using HTML5 Canvas,25,4010,17,0.4239401496259352,1
Bootstrap 4: Exploring New Features,75,5022,38,0.7566706491437674,1
Bootstrap 3 -> Profitable WordPress Theme Development!,40,5547,80,1.442221020371372,3.5
Intro to Git,20,2532,291,11.492890995260662,1
WordPress Domination #2: Leads & Scarcity,95,2362,4,0.1693480101608806,1
Learn How to Manage & Customize  Web Sites By Drupal CMS,140,7741,9,0.11626404857253585,2.5
Using Modern JavaScript Today,50,1658,185,11.158021712907116,16.5
Up and Running with jQuery,Free,3324,138,4.1516245487364625,5
Learn How To Build A Professional Web Site By Using Joomla,70,7184,22,0.3062360801781737,4
Power up HTML5 with JavaScript,100,4442,23,0.5177847816298964,2
Node Package Manager Course: Build and Publish NPM Modules,30,7196,8,0.11117287381878821,6.5
WordPress Look and Feel with Themes,25,2371,10,0.42176296921130324,1
PHP with Laravel for beginners - Become a Master in Laravel,150,8496,1838,21.63370998116761,29.5
JavaScript 2017: Become Top Rated Web Developer,115,1346,330,24.51708766716196,3
The Complete Web Developer Bootcamp - Beginner to Expert,190,14103,1548,10.976388002552648,21.5
Full-Stack Web Apps with Meteor and React,85,3295,531,16.115326251896814,31.5
Angular 4: From Theory to Practice & FREE E-Book,200,4375,622,14.217142857142855,15.5
The Complete Sass & SCSS Course: From Beginner to Advanced,195,12021,660,5.490391814324931,4
Become a Certified Web Developer,100,26673,1090,4.086529449255802,12
Become a Web Developer from Scratch,120,69186,2408,3.4804729280490267,27.5
Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,50,11384,1846,16.215741391426562,5.5
The Ultimate Beginner's Guide to Django,200,2390,497,20.794979079497907,9
React JS - Mastering Redux,100,7059,116,1.6432922510270576,5
Professional Ruby on Rails Developer with Rails 5,200,3179,214,6.731676627870399,20.5
"Ruby on Rails 5 - BDD, RSpec and Capybara",200,1870,193,10.320855614973262,14.5
Back to School Web Development and Programming Bundle,200,18170,117,0.6439185470555862,44.5
Complete ASP NET MVC Web Development - Newbie to Ninja!,195,6073,627,10.324386629342994,9
The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,195,5335,105,1.9681349578256795,14
All about NodeJS,50,8755,931,10.633923472301541,15.5
How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,40,4144,383,9.242277992277991,5.5
The Complete jQuery Course - From Beginner to Professional!,200,6420,134,2.087227414330218,22.5
Build a complete Fiverr clone with Node + Algolia + Paypal,30,1741,26,1.4933946008041357,9
The Ultimate Web Development Course,50,9881,329,3.3296225078433355,12
React From The Ground Up,150,3252,401,12.330873308733088,12.5
Javascript for Beginners Learn by Doing Practical Exercises,100,5089,685,13.46040479465514,3.5
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,100,5962,466,7.816169070781617,16
Wordpress Website Mastery 2017,Free,5181,64,1.2352827639451842,2.5
How To Make an eCommerce Website With Wordpress 2017,Free,3493,43,1.2310334955625537,4.5
Mastering ASP.NET MVC 5 From Scratch Using C#,50,417,65,15.587529976019185,13
Start Web Development with GIS Map in JavaScript,60,1599,26,1.6260162601626018,3
Learn to Build Websites using Twitter Bootstrap,Free,15134,523,3.455794898903132,2.5
Web Development Tools the Pros Use: Code Productivity Hacks,30,2596,11,0.423728813559322,4
WordPress : An Overview,45,1783,16,0.89736399326977,0.6
Create Startup Landing Page with Viral Marketing Strategies,Free,12974,120,0.9249267766301835,1
JavaScript : JavaScript Awesomeness,25,785,20,2.547770700636943,1
Mastering CSS 3.0 Selectors,Free,4115,63,1.5309842041312272,2
WordPress Backup And Restore Fundamentals,Free,13242,131,0.9892765443286513,1
Learn HTML and CSS to make a Website,20,1154,12,1.0398613518197575,6
1 Hour HTML,200,16212,514,3.170490994325191,1
Angular 2 Crash Course with TypeScript,100,16409,589,3.5894935706014994,4
Boost your website speed without any coding!,50,1337,28,2.094240837696335,1
Professional Rails Code Along,40,1469,237,16.133424098025866,19
ASP.NET Web API 2 Hands-On,20,2660,276,10.37593984962406,1.5
Create a MEAN App by Example - Full Stack Course,50,421,26,6.175771971496437,3.5
The Original Complete Web Developer Course.,20,31070,742,2.3881557772771163,18
Angular 2 From The Ground Up,30,1737,471,27.11571675302245,11.5
Complete Web Development Course + Building 5 Websites!,200,11492,174,1.5140967629655413,24.5
WP Plugin Development - Build your own plugin!,200,5439,22,0.40448611877183305,4
Sass: From Beginner to Advanced,40,8059,231,2.8663605906440006,2
Build Flat Responsive Website from Scratch - Complete Course,35,12105,144,1.1895910780669146,7.5
Wordpress for Beginners - Build a Live Website from Scratch,20,3877,92,2.3729687903017798,1.5
"Essential JavaScript, jQuery and AngularJS Training",30,2919,136,4.659129838985955,7
The Pro Ruby on Rails Starter,45,2409,90,3.7359900373599,2.5
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,25,2083,213,10.225636101776283,2.5
WordPress Blog : Create a WordPress Website for Beginners,20,2076,8,0.3853564547206166,2
Introduction to HTML5 Canvas basics of drawing,200,2918,16,0.5483207676490748,1
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",200,842,144,17.102137767220903,25
Kids Coding - Beginners CSS,100,7130,30,0.42075736325385693,1
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,50,5549,92,1.6579563885384754,15.5
Learning Path: Magento: Master and Test Magento 2 with Ease,200,155,9,5.806451612903226,6
The Complete hapiJS Course - Go From Beginner To Advanced!,195,1697,64,3.7713612256923983,6
Ruby On Rails For Web Development,195,2526,185,7.323832145684878,5
Create eye-catching WordPress website from scratch,30,2342,15,0.6404782237403929,4.5
Become A Web Developer And Seller - Build Websites With HTML,200,21730,61,0.2807179015186378,2.5
WordPress Tips and Tricks,200,1117,10,0.8952551477170994,2.5
HTML Tutorials : HTML Code for Website Creating,20,2401,15,0.6247396917950854,3
Complete HTML5 and CSS3 Course +1 Start to Finish Project,200,3887,81,2.0838693079495756,8.5
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,35,1156,4,0.34602076124567477,5
HTML5 Specialist: Comprehensive HTML5 Training,100,1385,188,13.574007220216608,5
CSS and CSS3 For Absolute Beginners,75,10890,212,1.9467401285583104,5
Build a Complete JQuery Plugin (Image Pop-up Dialog),20,1126,10,0.8880994671403196,1
How to create HTML Forms,30,3652,60,1.642935377875137,0.67
ReactJS and Flux: Learn By Building 10 Projects,60,1723,258,14.973882762623331,11
How To Make A Business Website In 1 Day With Wix FAST & EASY,20,3759,24,0.6384676775738228,4
PHP Date and Time Course by Edwin Diaz,40,1653,53,3.2062915910465817,1.5
Start Your Own Forum Website in 15 Minutes ,40,5387,38,0.7054018934471877,1
Hit the ground running with AngularJS with Dion Yang,100,4563,49,1.0738549200087661,1.5
Learn CSS Transition and Animation ,100,3757,28,0.7452754857599149,1
Learn JavaScript from scratch,20,4193,92,2.194133078941092,2.5
WordPress for Beginners - Tutorial - From Novice to Know-How,20,3694,48,1.2994044396318354,4
RESTful API with Laravel,45,1905,228,11.968503937007874,6
Learn Ruby on Rails for Absolute Beginners,195,2875,20,0.6956521739130435,4.5
JavaScript Tutorial,180,613,93,15.171288743882544,4.5
Shopping Cart Website from Scratch Ecommerce,200,633,39,6.161137440758294,4
Learn By Example: Angular JS,50,1515,32,2.112211221122112,7
The Complete front end web developer Bootcamp - 14 projects,200,900,129,14.333333333333334,18.5
WordPress LMS: E-Learning Website Made Easy,20,2382,22,0.9235936188077246,1.5
Create An HTML5 Video Player From Scratch,Free,32260,1005,3.115313081215127,1.5
In Depth Web Development Made Easy,25,3249,27,0.8310249307479225,6.5
Jquery :basics for beginners,50,1274,34,2.6687598116169546,0.67
Web Development By Doing: HTML / CSS From Scratch,Free,72932,2575,3.530686118576208,1
Build Your First Website in 1 Week with HTML5 and CSS3,Free,120291,5924,4.92472421045631,3
"ASP.NET Core MVC, Quick and Practical",20,387,5,1.2919896640826873,2.5
Better way towards CSS using Less and Sass,20,2227,44,1.9757521329142345,1.5
JavaScript Complete for beginners with real world Apps,120,2652,33,1.244343891402715,3.5
Creating a Responsive HTML Email,20,2520,183,7.261904761904763,1.5
Angular 2 Demystified,20,3150,69,2.1904761904761907,3.5
Learn HTML Fast and Easy!,20,4011,24,0.5983545250560958,1.5
How To Setup a Micro-Blog in 3 Easy Steps,25,6937,22,0.3171399740521839,1
Ruby on Rails for Complete Beginners,35,4839,129,2.6658400495970245,4
Wordpress for Non-Technical People,150,2346,10,0.4262574595055414,4.5
ASP NET CORE - ANGULAR 2 E-Commerce App,200,897,129,14.381270903010032,13
Introductory JavaScript Made Easy Training Tutorial,20,9381,138,1.4710585225455708,11
Become a Heroku Rails Ninja: Expert Level Deployment Tools,50,7090,52,0.7334273624823695,8.5
Complete RESPONSIVE Website Design with HTML5 & CSS3,20,2204,6,0.27223230490018147,9
Pimcore Developer: Implement a Blog from a Bootstrap Theme,95,1212,15,1.2376237623762376,4.5
Inspirational Web Development - A Beginner Approach -,20,5328,47,0.8821321321321322,3.5
"Learn HTML, A practical guide from scratch to HTML 5",100,5715,52,0.9098862642169728,3
JavaScript Tutorial: Learn JavaScript Code for Beginners,20,2074,14,0.6750241080038573,1.5
Website Secrets: Get a Gorgeous Website on the Cheap,50,12328,15,0.12167423750811161,2
Ultimate WordPress Plugin Course,100,4537,415,9.147013445007714,9
PHP for Beginners: How to Build an E-Commerce Store,100,5117,463,9.048270470979089,14.5
"Build Realtime Apps | React Js, Golang & RethinkDB",60,3854,482,12.506486766995328,3
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",165,1902,224,11.77707676130389,5.5
The Complete Web Developer Masterclass: Beginner To Advanced,195,37141,1813,4.881397916049648,51
Mastering Micro Services Using Java Spring Boot,195,1649,34,2.0618556701030926,2
How to Create A Website: An HTML Tutorial and CSS Tutorial,65,3012,260,8.632138114209829,32.5
The Advanced Web Developer Course,100,6890,99,1.4368650217706822,10.5
Projects in MongoDB - Learn MongoDB Building Projects,50,4628,247,5.337078651685393,12
Learning JavaScript Programming Tutorial. A Definitive Guide,50,17113,380,2.220534096885409,9.5
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",35,244,44,18.0327868852459,3
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",195,1472,210,14.266304347826086,13
The Complete JavaScript Course For Web Development Beginners,195,31499,450,1.4286167814851265,4
Email Marketing: Send Unlimited Emails via Own Mail Server,35,3539,43,1.2150324950551004,1
Getting started with JavaScript,200,1415,17,1.2014134275618376,1.5
Learn the basics of the Web development: Coding Tactics,40,2965,17,0.5733558178752108,2
RESTful API with Laravel 5.4: Definitive Guide,145,655,95,14.50381679389313,12.5
Learn AngularJS Step By Step,20,18777,1112,5.922138786813655,1.5
Learn React : The World's Most Lucrative JavaScript Library,50,1591,99,6.222501571338781,9.5
Master Regular Expressions from scratch - All languages,70,1925,27,1.4025974025974026,2
Try AngularJS: Beginner's Guide to Front End Web Development,50,16926,126,0.7444168734491315,4.5
JavaScript Step by Step how to apply it to your web pages,100,13406,78,0.5818290317768163,1.5
Explore JavaScript Beginners Guide to Coding JavaScript,200,5739,26,0.45304059940756225,2.5
Learn Web Scraping with Node.js,75,16731,137,0.8188392803777419,1
Getting Started with WordPress 2016,20,1613,21,1.301921884686919,1
Learn HTML5 Programming From Scratch,Free,268923,8629,3.2087251741204734,10.5
Getting Started with LESS - Beginner Crash Course,25,1780,69,3.876404494382023,1.5
Master ECMAScript 2015 (ES6),Free,7438,441,5.929013175584834,2.5
Learn to Setup Websites from Scratch,Free,21087,154,0.7303077725612936,3.5
Create Fast RESTful APIs with Lumen and Homestead by Laravel,60,1157,105,9.075194468452894,3
"Build Modern Websites Quick With HTML,CSS and Bootstrap",20,912,17,1.8640350877192982,4.5
Twitter Integration customize Tweets with developer API,115,2039,7,0.34330554193231977,1
Build a Responsive Website with a Modern Flat Design,Free,16527,354,2.1419495371210746,2
The Ultimate WordPress Boot Camp: Build 7 Websites,125,1000,74,7.3999999999999995,11
Master the Basics of HTML5 & CSS3: Beginner Web Development,Free,26541,750,2.8258166610150335,3
Become A Full Stack Web Developer in 14 Days,195,467,20,4.282655246252676,13.5
Projects In ReactJS - The Complete React Learning Course,50,947,108,11.40443505807814,8
Beginning Web development Learn the basics of HTML,95,9832,71,0.7221318144833198,2
Step by Step Build Your Template by Bootstrap 4 from scratch,80,2184,15,0.6868131868131868,3
Hosting your static website on Amazon AWS S3 service,20,2853,47,1.6473887136347702,1.5
JavaScript Rockstar How to create Incredible Useful code,75,16590,51,0.3074141048824593,2.5
Spring Core DevOps on AWS,100,1626,115,7.072570725707257,6.5
How to Create a Website Without Coding - WordPress 2016,195,9056,96,1.0600706713780919,1.5
PHP Graphic Techniques: CAPTCHA/ Create a verification code,20,8320,73,0.8774038461538461,0.72
Introductory To HTML and CSS,50,4106,112,2.7277155382367266,1
Learn how to convert PSD to HTML and CSS responsive,30,5324,52,0.9767092411720512,2.5
PHP User Login Registration Script With All Features,200,5603,46,0.8209887560235588,4
AJAX : Let's build a COOL project,70,4183,292,6.980635907243606,3.5
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,95,301,44,14.61794019933555,7.5
Laravel Homestead,Free,3883,110,2.8328611898017,1
The Complete TypeScript Programming Guide for Web Developers,40,236,31,13.135593220338984,4
JavaScript with BackboneJS and Bootstrap CSS - Advanced,25,1758,37,2.1046643913538112,3.5
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,200,1266,16,1.263823064770932,2
XML DOM :basics for beginners,35,920,1,0.10869565217391304,0.7
Learn HTML Basics From Scratch,Free,5004,52,1.0391686650679457,3
Byte-Sized-Chunks: Dynamic Prototypes in Javascript,20,880,6,0.6818181818181818,3
Build Websites from Scratch with Squarespace,50,342,53,15.497076023391813,3.5
Introduction to web programming for GIS applications,100,205,38,18.536585365853657,13.5
Java Spring Security,40,527,63,11.954459203036052,2.5
Responsive Html5 Theme Development,20,1517,4,0.26367831245880025,1
What’s New in Bootstrap 4,20,130,14,10.76923076923077,0.62
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,50,1018,33,3.2416502946954813,3
Building a Ruby on Rails Application with Neo4j,Free,4830,38,0.7867494824016562,0.53
Sara Learns to Code.  Making an App from Scratch,60,402,20,4.975124378109453,4
Ajax  for Beginners: A Very Basic Introduction,65,755,5,0.6622516556291391,2
Wordpress Essentials: Useful Plugins,25,1087,7,0.6439742410303588,1
Django by Example,125,170,21,12.352941176470589,9
Build A Great Wordpress Website For Your Business in 2 Hours,35,1054,4,0.3795066413662239,2
Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,40,245,23,9.387755102040817,1
Mastering TypeScript,95,353,34,9.631728045325778,3
Mastering AngularJS UI Development,95,464,26,5.603448275862069,1.5
Custom Theme Creation for WordPress using HTML5 and CSS3,35,298,20,6.7114093959731544,1.5
Create a PHP Contact Form in Bootstrap,20,2238,65,2.9043789097408403,1
Introduction To Data Analytics Using Microsoft Power BI,45,1764,33,1.870748299319728,1.5
HTML Made Simple For Beginners: Create a One Page Website,65,3380,50,1.4792899408284024,2
The Complete Web Developer Masterclass: Beginner To Advanced,20,1030,11,1.0679611650485437,2.5
Website Builder Software Previews,25,1406,12,0.8534850640113799,1
Learn How to Create Your Own Social Network,50,4732,5,0.10566356720202875,2
"Learn By Example: The Foundations of HTML, CSS & Javascript",50,1724,72,4.176334106728538,13
JavaScript manipulation of the DOM Document Object Model,20,1618,46,2.843016069221261,1.5
Create Jekyll blog and host it on Github like a Ninja,20,5056,74,1.4636075949367089,2
Learn React JS from scratch,115,1562,42,2.6888604353393086,4
Web Security: Common Vulnerabilities And Their Mitigation,50,1547,30,1.9392372333548804,8
PHP for Beginners,40,2626,95,3.6176694592536176,6
Make a professional website - 30 Day Guarantee. Discounted!,20,11167,34,0.30446852332766183,2
Symfony 3: Build a PHP Application with Symfony,20,466,11,2.3605150214592276,2
Learn ASP.Net Web API 2 for Absolute Beginner,30,1355,14,1.033210332103321,3.5
Build a Website in 30 Minutes,95,5065,40,0.7897334649555774,0.53
Google Blogger : How to Create a Blog,20,1763,17,0.9642654566080544,2
How to Make a Website Without Coding- WordPress & Web Skills,30,6413,107,1.6684858880399187,9
Learn WCF And Web APIs From Scratch,50,5398,358,6.632085957762134,10.5
How To Build A Website From Scratch + Blogging Blueprint,20,7017,37,0.5272908650420407,3.5
Learn To Create Different Website Layouts & Media Queries ,195,6510,45,0.6912442396313364,2
Build Sign Up and Login Forms With Bootstrap Modal,20,1898,19,1.0010537407797682,4
"Build a Real Time web app in node.js , Angular.js, mongoDB",20,3299,166,5.031827826614125,4
Superb jQuery Course - Become Certified jQuery Developer,95,817,6,0.7343941248470013,1.5
How To Build A Facebook Messenger Chat Bot From Scratch,120,1798,20,1.1123470522803114,1.5
"Build Your Own Calculator App with Javascript, HTML5 & CSS",50,3688,49,1.3286334056399132,1
The Complete WordPress Development & Customization Course,100,1611,165,10.242085661080075,12.5
HTML CSS Easy steps to create a web template from scratch,200,11574,78,0.673924313115604,1
Learn jQuery AJAX in 1 hour,195,2547,62,2.434236356497841,1
Develop Competitive Plugins for WordPress and WooCommerce,150,2063,18,0.872515753756665,1
Get Results - Core Principles of Web Development Tricks Tips,75,22355,54,0.24155669872511742,1.5
JSON Faster Sleeker & Easier Discover the benefits learn it,200,8577,69,0.8044770898915705,1.5
Get to know HTML Learn HTML Basics,200,10674,102,0.9555930297920181,2
Ultimate Css & JQuery Form Designing From Beginner to Expert,115,783,5,0.6385696040868455,1
PHP: Complete Registration and Login with Email Verification,20,12781,145,1.134496518269306,2.5
JavaScript from Beginner to Expert,125,5484,439,8.00510576221736,12.5
Build a website HTML5 CSS3 Beginner Course,150,7884,44,0.5580923389142567,2
Learn Ruby on Rails: Stripe Payment Processing,40,15724,33,0.20987026201984227,1.5
WordPress For Beginners | No Coding Required,20,3106,31,0.9980682549903412,1
jQuery For Beginners : A Basic Introduction,65,6293,165,2.6219609089464484,1
WordPress Plugins and Widgets,40,8711,29,0.3329124095970612,1
PHP Essential How to create build Amazing websites with PHP,75,8067,30,0.3718854592785422,3.5
HTML CSS JavaScript: Most popular ways to code HTML CSS JS,170,9332,172,1.8431204457779682,3.5
Bootstrap 3 Beginners: Create a Professional Landing Page,20,3271,278,8.498929990828492,2.5
Introduction to Node.js for Beginners,125,1367,17,1.2435991221653255,6
Introduction to Coding with Ruby,45,5077,126,2.4817805790821352,3.5
Complete PHP and MySql Course: From Beginner to Professional,200,6508,137,2.105101413644745,6.5
Angular JS Essentials,195,4687,99,2.11222530403243,4
How To Setup Web Hosting,Free,11758,242,2.0581731587004595,1
"Web Application Development using Redis, Express, and Socket",200,300,16,5.333333333333334,6
How to Start a WordPress Blog - Complete Beginners Guide!,Free,3784,85,2.2463002114164907,2
CSS3 Gradients for Web Designers,20,1209,9,0.7444168734491315,1.5
Learn ASP NET MVC 5 step by step,20,1428,91,6.372549019607843,3
Tumult Hype Pro Basics: HTML5 Animations Made Easier,50,716,32,4.4692737430167595,4
Web Hosting Set Up and WordPress Installation For Beginners,Free,12563,239,1.9024118443047042,0.57
Ruby on Rails 4---A Test-Driven Approach,100,1518,55,3.6231884057971016,19
AJAX :basics for beginners,35,1241,23,1.8533440773569703,0.57
Let's JavaScript!  Code a calculator,35,380,10,2.631578947368421,2
JavaScript from Beginner to Advanced,195,395,18,4.556962025316456,17
WordPress Theme Academy with Bootstrap,20,1169,110,9.409751924721984,7.5
Building a eCommerce Startup in 4 Hours [Livestream],50,1114,8,0.718132854578097,3
Responsive PHP Registration Form: From Scratch,95,5738,9,0.15684907633321715,4
A-Frame WebVR Programming Tutorial Series (Virtual Reality),40,6648,16,0.24067388688327318,1.5
Learn Bootstrap And Make Responsive Websites,25,1605,10,0.6230529595015576,3.5
HTML Web Development Crash Course,20,4848,33,0.6806930693069307,1.5
Bootstrap Basics: Program Responsive Websites,75,4743,393,8.285895003162555,3
Projects with JSON and APIs,20,1520,34,2.236842105263158,2
Web Design HTML CSS How to Create a Website from Scratch,50,3601,28,0.7775617883921133,2
"Create Complete Sign up System using PHP, jQuery and Ajax",200,4033,40,0.9918175055789735,3
Adobe Flash for Beginners - Build Flash Website From Scratch,200,17071,17,0.09958408997715425,1.5
Learn Complete WordPress for Building a Professional Sites,80,13708,92,0.6711409395973155,9
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,125,430,54,12.558139534883722,2.5
Bootstrap Essential Training - Create Your Very Own Website,20,2643,34,1.2864169504351117,9
Angular 2 Jump Start With Typescript,20,1731,90,5.1993067590987865,4
Learn Plugin Development in WordPress By Building  Projects,60,1313,121,9.215536938309215,11
"Build Your Startup with No Coding (Design, Develop & Ship)",30,775,245,31.61290322580645,8
The Web Developers Guide: Learn HTML & CSS Fundamentals,20,2243,27,1.2037449843958983,7
Learn PHP Programming for Absolute Beginners - Lite,20,2749,62,2.2553655874863585,0.68
Learn Drupal 8 - With a Live Project,55,2012,15,0.7455268389662028,3.5
Supreme NodeJS Course - For Beginners,200,1080,37,3.425925925925926,3.5
CSS3 for beginners,195,3831,15,0.39154267815191857,1.5
Javascript for beginners,75,2071,57,2.7522935779816518,1.5
Become a Bootstrap Expert: Build 20 Layouts!,35,2755,57,2.0689655172413794,17.5
PHP : Learn to upload files to Amazon S3 and use CloudFront,50,1216,36,2.9605263157894735,3
PHP MySQL: Learn PHP MySQL with Project,20,2314,77,3.327571305099395,2
How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,Free,8770,261,2.976054732041049,0.53
Projects in Django and Python,60,1764,53,3.00453514739229,6.5
"Create, Update and Manage Your Own Website Using Drupal 7",120,2837,68,2.396898131829397,7
Learn HTML - The programming language to build a webpage!,25,1655,39,2.3564954682779455,1
Learn To Program JavaScript (in ten easy steps),75,2721,96,3.528114663726571,5.5
Bootstrap :basics for beginners,40,1152,20,1.7361111111111112,1
Introduction to CSS Development,Free,15493,415,2.6786290582843866,2
PHP :basics for beginners,45,1562,4,0.2560819462227913,1.5
Beginning Oracle WebLogic for Administrators,Free,9786,989,10.106274269364398,0.7
Build an HTML5 and CSS3 Website in 35 Minutes,20,1904,25,1.3130252100840336,0.7
Angular 2 Routing: Up And Running,Free,3357,84,2.5022341376228776,0.62
Advanced Prezi: Make Amazing Presentations ,30,2200,25,1.1363636363636365,1
1 hour jQuery,100,5456,133,2.437683284457478,1
The WpFASTER WordPress Speed Optimization Master Course,175,2134,215,10.074976569821931,7
How to Build Your Own Website with WordPress: A Step-by-Step Guide ,95,4675,15,0.32085561497326204,6
Build Apps with ReactJS: The Complete Course,40,1433,145,10.118632240055828,5.5
Learn SASS: from beginner to expert,20,1734,9,0.5190311418685121,1
The complete HTML5 course,20,3461,11,0.31782721756717713,1.5
Create a Responsive Website with Bootstrap 3,50,4076,39,0.9568204121687929,3
Lerning PHP by building website,185,567,63,11.11111111111111,8
Learn PHP Object Oriented Features with Simple Examples,20,1723,28,1.625072547881602,1
Crash Course - Learn to Create a PHP MVC Framework,50,1282,117,9.126365054602184,1
JSON :basics for beginners,45,2052,18,0.8771929824561403,0.55
CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,200,1874,40,2.134471718249733,44.5
Complete Guide to Front-End Web Development and Design,200,1119,111,9.919571045576408,16.5
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",100,1023,131,12.805474095796676,5
Javascript for Beginners,20,3697,195,5.274546929943197,3
MongooseJS Essentials - Learn MongoDB for Node.js,Free,21682,1106,5.1010054423023705,0.73
Regular Expressions for Beginners - Universal,100,1975,141,7.139240506329115,3
Learn Redis from Scratch,40,553,84,15.18987341772152,3
WordPress Plugin Development -> Deep dive discovery!,40,2650,19,0.7169811320754716,2
Learn Ajax and jquery with PHP,20,2964,8,0.2699055330634278,1.5
Create a business website with WordPress,50,1624,31,1.9088669950738917,4
DesktopServer : Install WordPress Locally  - Work Anywhere!,65,1640,22,1.3414634146341464,2
Understand PHP Arrays and HTTP Request in a Better Way,35,1627,38,2.3355869698832206,0.58
Mastering CSS,95,1815,249,13.71900826446281,5
The Complete Wordpress Theme Development Guide,25,1011,2,0.19782393669634024,2
The Complete HMTL5 Course - Go From Beginner To Advanced!,95,2430,15,0.6172839506172839,2
Learn Jquery from Scratch 2-Hour Training ,20,5318,56,1.0530274539300488,1.5
How to Create a Wordpress Website from Scratch - No Coding,20,7018,28,0.39897406668566543,3
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,75,1634,52,3.182374541003672,2.5
The Complete Guide to JavaScript Development,110,3590,36,1.0027855153203342,14
Basic HTML CSS and Web Design,30,4030,92,2.28287841191067,9
Build Professional WordPress Website,145,4020,95,2.36318407960199,3.5
Ultimate CSS3 Course - From Beginners To Professional,95,2635,25,0.9487666034155597,2
Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,200,7211,52,0.7211205103314381,57
Learn by Example : ReactJS,50,1496,37,2.473262032085562,7.5
React.js Quickly: Developing Scalable Web User Interfaces,50,4447,76,1.70901731504385,4
JavaScript - Tricks and Workarounds,100,1410,134,9.50354609929078,5
