Title,Price,Subscribers,Reviews,% of Subscribers who Left Reviews,Length (Hrs)
Kids Coding - Beginner HTML,20,6628,53,0.7996378998189498,1
Learn PHP from scratch!!,25,1908,12,0.628930817610063,1.5
PHP with PDO - ULTIMATE Crash Course,50,1248,171,13.701923076923078,1.5
JavaScript for beginners with live examples,195,4587,46,1.0028340963592761,4
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,50,2351,302,12.84559761803488,2.5
Laravel(5.2) PHP Framework  Jump Start for beginners,20,3898,95,2.4371472550025657,3
Professional WordPress Theme Development For 2017,20,3185,102,3.2025117739403455,8
Learn Laravel PHP Framework Building Multi User SEO Blog APP,100,557,92,16.517055655296232,9.5
Javascript Specialist,200,408,39,9.558823529411764,8
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,70,1703,435,25.54315913094539,3
JavaScript Intro to learning JavaScript web programming,20,17554,94,0.5354904864988037,1.5
Crash Course: Fundamentals Of HTML & CSS From Scratch.,20,7368,216,2.9315960912052117,2
"Laravel, the complete guide with real world projects",200,676,119,17.60355029585799,14
VueJS V1 Introduction to VueJS JavaScript Framework,200,3632,28,0.7709251101321586,2
HTML CSS: Essential steps to learn HTML CSS,145,10576,154,1.4561270801815431,2.5
Learn HTML 5 in 1 hour,100,11643,169,1.4515159323198488,1
Learn Html5 & CSS3 from scratch,20,13960,239,1.7120343839541547,2.5
Responsive Web Design: Made Easy,195,5085,106,2.084562438544739,6.5
Parse Server: From Front End to Full Stack,200,1130,162,14.33628318584071,6
Codeigniter: How to use Codeigniter that drives knowledge,150,14606,235,1.6089278378748457,3
jQuery for Beginners - Create Website Animations Easily,100,2971,285,9.592729720632784,3
How to Build Chat Bots: From Beginner to Intermediate,140,2814,107,3.802416488983653,2
Web Development with BootStrap - 16 Instant Themes Included!,40,1355,45,3.3210332103321036,3.5
Install a Wordpress Theme the Correct Way & Charge Others,20,2335,13,0.556745182012848,1
Coding for Entrepreneurs Basic,Free,161029,279,0.1732607170137056,3.5
The CSS and CSS3 Crash Course,150,2051,99,4.826913700633837,13
Build a Business or Personal Website Using Wordpress,200,1069,12,1.1225444340505144,4.5
Learn By Example: PHP For Dynamic Websites,50,1439,10,0.6949270326615705,13
Learn ReactJS: Code Like A Facebook Developer,20,1948,72,3.696098562628337,5
Learn to Build Web Apps using D3JS,40,841,99,11.771700356718192,3.5
How to create awesome website and e-commerce in 1 hour,20,937,4,0.42689434364994666,1
Joomla for Beginners - Learn how to build a website with CMS,95,583,7,1.2006861063464835,3.5
Learning Drupal 8,50,577,97,16.81109185441941,9.5
Learn How To Build a Web Application Without Coding,Free,9364,311,3.32123024348569,0.53
Rock Solid Wordpress Security - Secure Web Development,Free,5052,92,1.8210609659540775,1.5
Mastering JavaScript,95,694,39,5.619596541786744,4
PHP Laravel 5:Creating a CRUD application,45,511,12,2.3483365949119372,0.55
XQUERY :basics for beginners,40,937,2,0.21344717182497333,0.63
PHP Development with the Laravel Framework,50,1611,24,1.48975791433892,3.5
WordPress Development - Themes and Plugins Complete Guide,200,103,11,10.679611650485436,5.5
Basic JavaScript: Build 4 Basic JavaScript Projects,40,670,33,4.925373134328359,4.5
HTML and CSS for Beginning Web Developers,100,1606,28,1.7434620174346203,9
Popular JavaScript Framework:Learn The Language Of Angular 2,200,260,22,8.461538461538462,11
The Ultimate Guide to the Best WordPress Plugins Part 1,50,122,10,8.19672131147541,10.5
XSLT :basics for beginners,35,877,6,0.6841505131128849,0.53
The Complete Wordpress Plugin Development Course - 8 Plugins,200,1215,58,4.77366255144033,2.5
JSON Crash Course for Beginners,45,3323,90,2.708396027685826,0.63
You can create Incredible Websites with HTML CSS learn how,100,11892,50,0.4204507231752439,2.5
JavaScript Tricks how to create code projects from scratch,75,15106,31,0.20521647027671122,1.5
The Sass Course! Learn Sass for Real-World Websites,95,975,141,14.461538461538462,3.5
Web Design How to Create a Website HTML CSS Bootstrap,75,5263,29,0.5510165304959149,2
Master Angular 4 by Example - Build 7 Awesome Apps!,195,596,32,5.369127516778524,8
Create A Custom Responsive WordPress Website For A Client,95,7517,89,1.1839829719302915,4.5
Mastering HTML5 Programming - The Easier Way,75,21653,138,0.6373250819747841,7
How to Launch Your Own Website Builder Service,20,9028,87,0.9636685866194064,1.5
Getting Started with HTML,40,7375,52,0.7050847457627119,1.5
Spring Framework 4 (Java Enterprise JEE) with AngularJS,95,5177,318,6.142553602472475,13.5
Build A Weather App With Ajax Using Open Weather Map API,20,6548,44,0.6719609040928528,4
Essentials of JavaScript Practice Coding Exercises Tips,80,28125,115,0.4088888888888889,2
Learn and Earn with HTML & CSS,20,9349,206,2.2034442186330088,4
Get started Creating Websites Everything you need provided,100,14260,44,0.3085553997194951,3
JavaScript in Action JavaScript Projects,150,7720,58,0.7512953367875648,1.5
Modern Web Development with Laravel 5.2 (PHP Framework),120,2142,536,25.023342670401494,12
Programming for Entrepreneurs - JavaScript,200,12873,106,0.8234288821564515,2.5
Create a Website from Scratch using HTML CSS step by step,75,12882,95,0.7374631268436578,1.5
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,195,12368,89,0.7195989650711513,3.5
Learn jQuery by Example Course,170,8625,94,1.0898550724637681,5
Bootstrap 4 Theme Development Masterclass,150,2641,28,1.0602044680045437,0.65
Wordpress Theme Development for Beginners,20,1052,14,1.3307984790874523,8
Web Design Creating websites from scratch,75,13920,64,0.45977011494252873,2
HTML Learning the Basics Intro to HTML website coding,20,7416,65,0.8764832793959008,0.65
Learn how to use Javascript Components with PHP and Symfony,90,1822,4,0.21953896816684962,2
So you think you know JavaScript?,50,1010,154,15.247524752475247,6
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,110,1425,36,2.526315789473684,5.5
Learn jQuery: An In-depth Course For Beginners,50,7014,95,1.354433989164528,4.5
JavaScript for Beginning Web Developers,75,7785,416,5.3436095054592165,4.5
JQuery Create Overlay Popups from scratch using Jquery,50,4407,17,0.3857499432720672,2.5
Vue JS 2: From Beginner to Professional,145,602,93,15.448504983388705,15.5
Ultimate AngularJS: Build a Real-World App from Scratch,100,1712,438,25.58411214953271,5.5
Wordpress Site Migration,20,1894,40,2.1119324181626187,1.5
introduction to HTML Course,20,3258,32,0.9821976672805401,2
Create Single Page Website using Twitter Bootstrap 3,20,7449,111,1.4901329037454691,1
The All-In-One Web Development Course,85,538,13,2.41635687732342,18.5
Code a Responsive Website Using HTML5 and CSS for Beginners,50,1271,136,10.700236034618412,7.5
AngularJS for the Real World - Learn by creating a WebApp,115,1407,137,9.737029140014215,7
Wordpress Tutorial   ,200,2311,8,0.34617048896581565,1.5
Create a REAL Social Network like Facebook in PHP + MySQL,45,1002,178,17.764471057884233,16.5
Advanced Node.js Development,55,2565,32,1.2475633528265107,3
ASP.NET MVC 5 Project - Facebook Clone,30,210,19,9.047619047619047,5
Bootstrap For Beginners: A  Basic Introduction,55,1186,14,1.1804384485666104,0.67
jQuery for Beginners,20,1421,17,1.1963406052076002,4
JavaScript Basics For Web Developers,20,958,14,1.4613778705636742,1
Learn PHP from Scratch,50,1550,25,1.6129032258064515,1.5
Learn Express,25,1309,60,4.583651642475172,1.5
"Build A Web App with VueJS, Spring Framework and MongoDB",145,251,32,12.749003984063744,3.5
Zend Framework 2: Learn the PHP framework ZF2 from scratch,40,723,130,17.98063623789765,6.5
Improved SEO with Rich Snippets and MicroData,Free,11026,228,2.0678396517322692,1
X theme for WordPress: Responsive web design without code!,20,1318,81,6.145675265553869,7
Become a HTML and CSS Developer - Build a Responsive Site,Free,3894,91,2.336928608115049,2
How to Make a Wordpress Website 2017,Free,12293,235,1.9116570405922069,3
Install Wordpress,20,1447,35,2.4187975120939877,0.67
CSS Specialist: Comprehensive CSS Training,100,487,31,6.365503080082135,6
Introduction to Laravel 4,Free,9110,411,4.511525795828759,2.5
Introduction to Elm,Free,1519,28,1.8433179723502304,1
Learn to Freelance with People Per hour  (URDU),20,948,48,5.063291139240507,0.6
Learn Wordpress 4 from Scratch : Create Awesome Websites,75,2023,8,0.3954522985664854,2
Amazon Alexa Development: From Beginner to Intermediate,140,1858,110,5.920344456404736,2.5
The Build a SAAS App with Flask Course,40,2244,365,16.26559714795009,10
Learn JSON with JavaScript Objects and APIs in 1 hour,95,3619,93,2.5697706548770376,1
1 Hour JavaScript,200,22999,602,2.617505108917779,1
Building An E-Commerce Store Using Java Spring Framework,95,2743,589,21.47283995625228,14.5
Typescript Masterclass & FREE E-Book,150,1229,139,11.310008136696501,7.5
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,100,3701,508,13.726019994596056,10.5
JavaScript - Become Higly Paid Front End Developer,105,710,137,19.295774647887324,3.5
Object Oriented Programming (OOP) in PHP - Build An OOP Site,20,6588,721,10.944140862173649,2
Beginners Introduction to Web Development,200,7331,55,0.7502387123175556,1.5
Django + AngularJS for a Powerful Web Application,95,4463,59,1.3219807304503697,5.5
WordPress Academy: Learn WordPress step by step,150,1873,360,19.220501868659902,7.5
Web Development Essential Skills - Complete HTML and CSS,95,1388,11,0.792507204610951,7
Byte-Sized-Chunks: Closures in Javascript,20,1292,2,0.15479876160990713,2
Laravel Account Activation Project,50,1147,19,1.6564952048823016,2.5
WordPress: Create an Amazing Website With Ease,200,1109,13,1.1722272317403066,2.5
Mastering the Google Chrome Developer Tools,20,2002,41,2.047952047952048,0.67
Kali Linux Web App Testing,75,876,48,5.47945205479452,3
Learn Ruby Programming The Easy Way - Lite,20,1186,12,1.0118043844856661,0.57
"Web Scraping with Python, Ruby & import. io",75,973,50,5.138746145940391,4.5
Sending email with PHP: from Basic to Advanced,40,379,58,15.303430079155673,2
WordPress 2016 for Beginners : Build awesome websites!,20,2177,13,0.5971520440973818,4
Learn to make websites with Google's Material Design Lite,20,1063,72,6.773283160865475,5.5
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,35,1309,74,5.653170359052712,5
Complete Python Web Course: Build 8 Python Web Apps,110,7489,941,12.565095473360929,16
Web Design for Beginners: Real World Coding in HTML & CSS,100,9103,1724,18.938811380863452,9
Ethereum Developer: Build A Decentralised Blockchain App,195,3169,527,16.629851688229724,3.5
The Complete Web Development Course -  Build 15 Projects,200,7501,1213,16.17117717637648,76.5
Angular 2 + Rails 5 Bootcamp,150,1967,372,18.91204880528724,9
Javascript - From Beginner to Pro-Build real world JS apps,195,28694,688,2.3977138077646893,11.5
Redux in Angular (2 and 4+),70,909,16,1.76017601760176,1.5
The complete JavaScript developer: MEAN stack zero-to-hero,75,4820,983,20.394190871369293,11.5
Running a Web Development Business: The Complete Guide,150,24575,525,2.136317395727365,19.5
Projects In JavaScript & JQuery,60,9109,620,6.806455154243056,9
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,50,18818,407,2.162822829206079,11
"Full stack Universal React with Redux, Node js and MongoDB",195,1121,174,15.521855486173058,5
Creating an MP3 Player with HTML5,20,14551,169,1.1614322039722356,1.5
Be a Bootstrap Developer from scratch,100,5800,185,3.189655172413793,3.5
Create Your First Wordpress Site in Under an Hour,20,4867,128,2.6299568522703924,1
Learn Coding as RF or Telecom Engineer - Build Real Program,25,1006,4,0.3976143141153081,2
Creating FaceBook Design Using Bootstrap - Handson Project,80,4616,20,0.43327556325823224,2
Building HTML5 Canvas projects from scratch,100,8968,35,0.3902765388046387,2
Learn How To Become a Web Developer From Scratch,200,7062,72,1.0195412064570943,11
"Earn Big Profits With Web Development, Simple and Easy!",90,3073,27,0.8786202408070289,1.5
BDD with Ruby on Rails using RSpec 3 and Capybara,175,2706,179,6.614929785661492,13
Learn By Example: jQuery,50,1702,49,2.8789659224441833,7
Professional Python Web Development Using Flask,120,3420,489,14.298245614035087,14.5
JavaScript HTML CSS Project make a Quiz Tutorial,95,7130,39,0.546984572230014,2
Voiceover Audio Secrets - Your Way to Top Audio Quality,195,918,8,0.8714596949891068,2.5
jQuery UI In Depth,25,1520,21,1.381578947368421,10.5
Codeless Website Development with Adobe Muse,50,461,67,14.533622559652928,3.5
Learn To Build A Google Map App Using Angular 2,30,116,12,10.344827586206897,1
Learn Reactivex From Ground Up,40,207,32,15.458937198067632,5
Learn HTML in 59 Minutes - Your intro to front-end dev,35,333,15,4.504504504504505,1
WordPress Theme Customization 101 (for beginners),40,305,40,13.114754098360656,2
Supercharging Development With Atom Text Editor,20,644,42,6.521739130434782,1.5
Master WCF 4.0 From Scratch Using C#,50,415,67,16.14457831325301,7
Drupal 7 for Beginners,35,926,102,11.01511879049676,2.5
Critical Web Dev Skills & Tools for the Non-Tech Hustler,Free,3118,8,0.2565747273893521,1.5
Install WordPress on Computer using XAMPP,Free,4290,150,3.4965034965034967,0.62
Java Web Services Part 2,20,959,51,5.318039624608968,3
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,195,55332,1225,2.213908768885997,20
Learn To Create WordPress Themes By Building 10 Projects,60,2273,384,16.893972723273208,16.5
The Complete NodeJS Course: Build a Full Business Rating App,195,17784,260,1.461988304093567,12.5
Master the MEAN Stack - Learn By Example,195,25799,382,1.480677545641304,4.5
First Web Application with Spring Boot,40,2865,95,3.315881326352531,4
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,200,346,28,8.092485549132949,8.5
Backbone Tutorial: Learn Backbonejs from Scratch,90,4957,634,12.789993947952391,5.5
AngularJS Custom Directives with Dan Wahlin,75,4128,434,10.513565891472869,6
Angular 2+ with Typescript - Essential Training,195,29348,780,2.6577620280768706,3
Learn Angular 2 from Beginner to Advanced,195,32696,526,1.608759481282114,10
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,30,3503,123,3.5112760491007706,4
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,195,2354,16,0.6796941376380629,4
Learning Docker and Kubernetes by Lab,30,586,54,9.215017064846416,5
Projects in ExpressJS - Learn ExpressJs building 10 projects,50,1949,149,7.644946126218574,15.5
PHP For Beginners : Learn PHP From Scratch!,100,1825,17,0.9315068493150684,3.5
Bootstrap 4.0 New Features: Build Responsive Website,40,2296,28,1.2195121951219512,1.5
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,30,550,97,17.636363636363637,9
Professional RESTful API Design using Python Flask,120,578,25,4.325259515570934,4.5
HTML5 APIs For JavaScript - A Course For Web Developers ,50,7706,62,0.8045678691928367,5
Learn Python Django - A Hands-On Course,50,1339,21,1.568334578043316,2
Comprehensive JavaScript Programming,20,6760,84,1.242603550295858,3
Security for your WordPress site,85,1096,8,0.7299270072992701,0.63
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,50,7407,172,2.3221277170244363,20
Accelerated ES6 JavaScript Training,110,5811,850,14.627430734813284,6
AWS Serverless APIs & Apps - A Complete Introduction,145,2145,166,7.73892773892774,8
Python and Django Full Stack Web Developer Bootcamp,200,11832,1883,15.91446923597025,31.5
The Complete Elixir and Phoenix Bootcamp,50,5279,1375,26.04659973479826,14.5
Build a Real-world App with ASP.NET Core and Angular 2 (4+),190,5332,828,15.528882220555138,10.5
REST APIs with Flask and Python,110,5151,737,14.307901378373131,12.5
Angular 4 (formerly Angular 2) - The Complete Guide,190,73783,19649,26.630795711749318,22
Build Websites from Scratch with HTML & CSS,145,51257,1955,3.8141131942954134,8
PHP for Beginners -Become a PHP Master - Project Included,200,28880,4316,14.944598337950138,30.5
The Professional Ruby on Rails Developer,100,17334,676,3.8998500057690086,17
The Complete Ruby on Rails Developer Course,195,33677,3809,11.310389880333759,31.5
Docker Technologies for DevOps and Developers,30,19210,3137,16.330036439354505,3
JavaScript programming: JavaScript for beginners,55,2215,223,10.067720090293454,5
JSON in Action: Build JSON-Based Applications,50,1322,171,12.934947049924356,3.5
Learn Ruby Programming The Easy Way,35,3485,22,0.6312769010043041,2
Learn OAuth 2.0 - Get started as an API Security Expert,95,2185,283,12.951945080091534,3.5
AngularJS For .Net Developers From Scratch,50,2494,303,12.14915797914996,4.5
"Jekyll: make fast, secure static sites and blogs with Jekyll",45,2091,86,4.112864658058346,2.5
HTML and CSS BootCamp for Beginners,30,1777,35,1.9696117051209903,6.5
Hosting Django: Amazon Web Services (AWS) Fundamentals,45,2573,103,4.003109211037699,5.5
Angular Advanced MasterClass & FREE E-Book,150,228,9,3.9473684210526314,6.5
Learn Responsive Web Development from Scratch,Free,59639,2692,4.513824846157716,4.5
Build WordPress Plugin to extend Beaver Builder,50,1705,26,1.5249266862170088,2
Coding Made Easy: A Beginners Guide To JavaScript,40,1950,33,1.6923076923076923,1
The Complete Developers Guide to MongoDB,150,10945,1286,11.749657377798082,13.5
Electron for Desktop Apps: The Complete Developer's Guide,50,2606,241,9.247889485801995,8
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),190,17671,4675,26.45577499858525,18
"React JS, Angular & Vue JS - Quickstart & Comparison",160,2273,288,12.670479542454904,8
The Complete JavaScript Course: Build a Real-World Project,195,27801,4340,15.610949246429984,17.5
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,150,17297,3166,18.303752095739146,8.5
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,150,40070,8341,20.816071874220114,9.5
Meteor and React for Realtime Apps,140,6527,1384,21.204228588938257,9
The Web Developer Bootcamp,200,121584,27445,22.572871430451375,43
AngularJS JumpStart with Dan Wahlin,75,17802,2144,12.043590607796876,10
The Complete Web Developer Course 2.0,200,114512,22412,19.57174793908062,30.5
Ultimate Web Designer & Developer Course: Build 23 Projects!,200,33788,4434,13.123002249319285,32.5
ExpressJS Fundamentals,Free,21245,914,4.302188750294187,1
REST WCF Service in ASP.NET,Free,7905,561,7.096774193548387,0.68
Projects in Node.js - Learn by Example,195,869,99,11.39240506329114,5
Building Data Visualizations with D3 and Angular 2,125,293,30,10.238907849829351,3.5
Learn Object Oriented PHP By Building a Complete Website,Free,36322,2618,7.207752877044216,4.5
Web Programming Course : Asp.Net MVC,100,2760,76,2.753623188405797,3.5
Learn Spring Framework Practically - Hands On Recipies,145,522,50,9.578544061302683,5.5
One-stop Ruby on Rails: Build Web Applications from Scratch,145,1628,162,9.950859950859952,18.5
Learn what's new in PHP 7,Free,12336,271,2.1968223086900127,3.5
Dive Into Docker: The Docker Course for Developers,Free,6437,313,4.862513593288799,1.5
"Basic Concepts of Web Development, HTTP and Java Servlets",35,2797,59,2.109402931712549,1
The Most Comprehensive Web Development Course,200,333,22,6.606606606606606,42
Learn and Understand AngularJS,175,59361,11580,19.5077576186385,7
JavaScript: Understanding the Weird Parts,175,79612,16976,21.32341858011355,11.5
Webpack 2: The Complete Developer's Guide,75,8964,1893,21.11780455153949,5.5
Build Responsive Real World Websites with HTML5 and CSS3,195,43977,7106,16.158446460649888,12
ES6 Javascript: The Complete Developer's Guide,80,13010,2709,20.822444273635664,6.5
Learn and Understand NodeJS,195,58208,11123,19.109057174271577,13
Understanding TypeScript,110,9132,1560,17.082785808147175,7
Advanced React and Redux,140,21998,3326,15.119556323302119,12
Modern React with Redux,180,50815,15117,29.749089835678443,26.5
Angular Styling & Animations (for Angular 2 and Angular 4),120,4138,307,7.419043015949735,6
The Complete ASP.NET MVC 5 Course,190,20652,6357,30.781522370714704,7.5
GraphQL with React: The Complete Developers Guide,150,6412,987,15.393013100436681,13
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",Free,2464,17,0.689935064935065,0.73
WordPress in under an hour - Create/manage your own website!,Free,6474,86,1.3283904850169912,1
Twitter Bootstrap 2 for Beginners,20,2388,139,5.8207705192629815,1
Bootstrap Tutorial - Essentials From Basic to Advanced,195,1494,23,1.5394912985274432,7.5
Create an Engaging Website with Twitter Bootstrap 2.x,20,1463,56,3.827751196172249,1
Javascript :basics for beginners,30,1057,22,2.081362346263009,0.62
CSS Tutorial For Beginners: Style Your Wordpress Templates,35,1049,22,2.0972354623450906,3.5
HTML5 And CSS3 - Build Modern Responsive Websites,175,109,17,15.59633027522936,9.5
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,95,2073,24,1.1577424023154848,2
Web Development: Make A Website That Will Sell For Thousands,50,1116,62,5.555555555555555,7.5
WordPress Basics to Business: Share and Sell your Expertise,50,1125,10,0.8888888888888888,3.5
PHP Zend Framework 2:Creating a CRUD Application,40,802,6,0.7481296758104738,0.63
JavaScript Fundamentals,Free,4409,71,1.6103424812882738,5
Building a Website With Jekyll,20,686,19,2.7696793002915454,3
Big Data and Apache Hadoop for Developers - Fundamentals,30,1154,89,7.712305025996534,3
